Unique.ID,Grantor,Grantee,Program,Year,Date,EndDate,Amount,AmendmentNumber,Funding.Agency,Funding.Source,Category,Location,Issued,Funding.Type,Years,Average.By.Year,City.Year,Population,Amount.Per.Capita,Amount.Per.PEH,Population.PEH,ExpenditureType
,City of Imperial Beach,,,2022.0,,,0,,,,,,,,,,City of Imperial Beach|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Carlsbad,Meals on Wheels,food and nutrition services,2019.0,7/1/2019,6/30/2020,10000,,U.S. Department of Housing and Urban Development,CDBG,Supportive Services,City of Carlsbad,Local,Federal,1.0,10000,City of Carlsbad|2019,113986.0,$0.09 ,$62.11 ,161.0,Crisis Management
,City of Carlsbad,Legal Aid Society,housing assistance,2019.0,7/1/2019,6/30/2020,22744,,U.S. Department of Housing and Urban Development,CDBG,Housing Counseling,City of Carlsbad,Local,Federal,1.0,22744,City of Carlsbad|2019,113986.0,$0.20 ,$141.27 ,161.0,Prevention
,City of Carlsbad,Legal Aid Society,housing assistance,2018.0,7/1/2018,Jun-19,20550,,U.S. Department of Housing and Urban Development,CDBG,Housing Counseling,City of Carlsbad,Local,Federal,1.0,20550,City of Carlsbad|2018,113994.0,$0.18 ,$159.30 ,129.0,Prevention
,City of Carlsbad,Interfaith Community Services,housing assistance,2020.0,5/23/2020,Jun-21,40000,1,,,Housing Counseling,City of Carlsbad,Local,,1.0,40000,City of Carlsbad|2020,114664.0,$0.35 ,$270.27 ,148.0,Prevention
,City of Carlsbad,Interfaith Community Services,case management services,2018.0,6/1/2018,6/30/2019,122472,1,,,Supportive Services,City of Carlsbad,Local,,2.0,61236,City of Carlsbad|2018,113994.0,$1.07 ,$949.40 ,129.0,Crisis Management
,City of Carlsbad,Interfaith Community Services,case management services,2019.0,6/1/2019,Jun-20,122472,1,,,Supportive Services,City of Carlsbad,Local,,,,City of Carlsbad|2019,113986.0,$1.07 ,$760.70 ,161.0,Crisis Management
,City of Carlsbad,Interfaith Community Services,local outreach programs,2020.0,7/1/2020,Jul-21,312422,,,,Outreach Services,City of Carlsbad,Local,,1.0,312422,City of Carlsbad|2020,114664.0,$2.72 ,"$2,110.96 ",148.0,Crisis Management
,City of Carlsbad,Interfaith Community Services,housing assistance,2019.0,7/1/2019,6/30/2020,29936,1,U.S. Department of Housing and Urban Development,CDBG,Rental Assistance,City of Carlsbad,Local,Federal,2.0,14968,City of Carlsbad|2019,113986.0,$0.26 ,$185.94 ,161.0,Prevention
,City of Carlsbad,Interfaith Community Services,housing assistance,2020.0,7/1/2020,Jun-21,29936,1,U.S. Department of Housing and Urban Development,CDBG,Rental Assistance,City of Carlsbad,Local,Federal,,,City of Carlsbad|2020,114664.0,$0.26 ,$202.27 ,148.0,Prevention
,City of Carlsbad,Interfaith Community Services,housing assistance,2018.0,7/1/2018,Jun-19,20061,,U.S. Department of Housing and Urban Development,CDBG,Rental Assistance,City of Carlsbad,Local,Federal,1.0,20061,City of Carlsbad|2018,113994.0,$0.18 ,$155.51 ,129.0,Prevention
,City of Lemon Grove,Home Start,local outreach programs,2020.0,5/19/2020,1/1/2021,4031.865,,,,Outreach Services,City of Lemon Grove,Local,,2.0,2015.9325,City of Lemon Grove|2020,26432.0,$0.15 ,$223.99 ,18.0,Crisis Management
,City of Lemon Grove,Home Start,local outreach programs,2021.0,5/19/2021,Jan-22,4031.865,,,,Outreach Services,City of Lemon Grove,Local,,,,City of Lemon Grove|2021,27413.0,$0.15 ,"$4,031.87 ",0.0,Crisis Management
,City of Poway,Elderhelp of San Diego,local outreach programs,2018.0,7/1/2018,6/30/2019,16000,3,,,Outreach Services,City of Poway,Local,,3.0,5333.333333,City of Poway|2018,49518.0,$0.32 ,"$3,200.00 ",5.0,Crisis Management
,City of Poway,Elderhelp of San Diego,local outreach programs,2019.0,7/1/2019,6/30/2020,16000,3,,,Outreach Services,City of Poway,Local,,,,City of Poway|2019,49343.0,$0.32 ,"$1,777.78 ",9.0,Crisis Management
,City of Poway,Elderhelp of San Diego,local outreach programs,2020.0,7/1/2020,6/30/2021,16000,3,,,Outreach Services,City of Poway,Local,,,,City of Poway|2020,49096.0,$0.33 ,"$1,066.67 ",15.0,Crisis Management
,City of San Marcos,Interfaith Community Services,housing assistance,2020.0,7/1/2020,6/30/2021,125000,,City,,Shelter,City of San Marcos,Local,Local,1.0,125000,City of San Marcos|2020,97281.0,$1.28 ,"$15,625.00 ",8.0,Crisis Management
,City of San Marcos,Interfaith Community Services,housing assistance,2020.0,8/24/2020,8/23/2021,213243,,U.S. Department of Housing and Urban Development,CDBG-CV,Rental Assistance,City of San Marcos,Local,Federal,1.0,213243,City of San Marcos|2020,97281.0,$2.19 ,"$26,655.38 ",8.0,Prevention
,City of San Marcos,North County Lifeline,housing assistance,2020.0,8/15/2020,8/14/2021,213243,,U.S. Department of Housing and Urban Development,CDBG-CV,Rental Assistance,City of San Marcos,Local,Federal,1.0,213243,City of San Marcos|2020,97281.0,$2.19 ,"$26,655.38 ",8.0,Prevention
,City of San Marcos,211 San Diego,homelessness services,2016.0,8/17/2016,6/30/2017,5802.67,,U.S. Department of Housing and Urban Development,CDBG,Technology/Data Services,City of San Marcos,Local,Federal,3.0,1934.223333,City of San Marcos|2016,93582.0,$0.06 ,$58.61 ,99.0,Crisis Management
,City of San Marcos,211 San Diego,homelessness services,2017.0,8/17/2017,6/30/2018,5802.67,,U.S. Department of Housing and Urban Development,CDBG,Technology/Data Services,City of San Marcos,Local,Federal,,,City of San Marcos|2017,94081.0,$0.06 ,$34.13 ,170.0,Crisis Management
,City of San Marcos,211 San Diego,homelessness services,2018.0,8/17/2018,6/30/2019,5802.67,,U.S. Department of Housing and Urban Development,CDBG,Technology/Data Services,City of San Marcos,Local,Federal,,,City of San Marcos|2018,95032.0,$0.06 ,$386.84 ,15.0,Crisis Management
,City of San Diego,Jewish Family Services,homelessness services,2018.0,7/1/2018,6/30/2019,488584,1,,,Safe Parking,City of San Diego,Local,,1.0,488584,City of San Diego|2018,1416956.0,$0.34 ,$130.08 ,3756.0,Crisis Management
,City of San Diego,Jewish Family Services,homelessness services,2019.0,7/1/2019,6/30/2020,956291,1,,,Safe Parking,City of San Diego,Local,,1.0,956291,City of San Diego|2019,1421675.0,$0.67 ,$188.17 ,5082.0,Crisis Management
,SDHC,Downtown San Diego Partnershup,case management services,2019.0,7/1/2019,6/30/2020,844000,3,,,Diversion Services,City of San Diego,Local,,1.0,844000,City of San Diego|2019,1421675.0,$0.59 ,$166.08 ,5082.0,Diversion
,SDHC,Alpha Project ,housing assistance,2017.0,12/1/2017,6/30/2018,2888176,,,,Shelter,City of San Diego,Local,,1.0,2888176,City of San Diego|2017,1400583.0,$2.06 ,$514.00 ,5619.0,Crisis Management
,SDHC,Veterans Village of San Diego,housing assistance,2017.0,12/1/2017,6/30/2018,1893286,,,,Shelter,City of San Diego,Local,,1.0,1893286,City of San Diego|2017,1400583.0,$1.35 ,$336.94 ,5619.0,Crisis Management
,SDHC,Father Joe's Village,housing assistance,2017.0,12/1/2017,6/30/2018,1335984,,,,Shelter,City of San Diego,Local,,1.0,1335984,City of San Diego|2017,1400583.0,$0.95 ,$237.76 ,5619.0,Crisis Management
,SDHC,Mental Health Systems,storage services,2018.0,5/10/2018,6/30/2019,1426729.26,2,,,Supportive Services,City of San Diego,Local,,1.0,1426729.26,City of San Diego|2018,1416956.0,$1.01 ,$379.85 ,3756.0,Crisis Management
,SDHC,Mental Health Systems,storage services,2020.0,7/1/2020,6/30/2021,1249942,3,,,Supportive Services,City of San Diego,Local,,1.0,1249942,City of San Diego|2020,1421462.0,$0.88 ,$255.77 ,4887.0,Crisis Management
,SDHC,Think Dignity,storage services,2019.0,7/1/2019,6/30/2020,163124,1,,,Supportive Services,City of San Diego,Local,,1.0,163124,City of San Diego|2019,1421675.0,$0.11 ,$32.10 ,5082.0,Crisis Management
,SDHC,Home Start,rapid rehousing program,2019.0,7/1/2019,6/30/2020,454726,,,,Rapid Rehousing Services,City of San Diego,Local,,1.0,454726,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Diversion
,SDHC,PATH,rapid rehousing program,2019.0,7/1/2019,6/30/2020,454726,,,,Rapid Rehousing Services,City of San Diego,Local,,1.0,454726,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Diversion
,SDHC,The Salvation Army,rapid rehousing program,2019.0,5/1/2019,4/30/2020,454726,,,,Rapid Rehousing Services,City of San Diego,Local,,1.0,454726,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Diversion
,SDHC,Alpha Project ,housing assistance,2019.0,7/1/2019,6/30/2020,5317209,,,,Shelter,City of San Diego,Local,,1.0,5317209,City of San Diego|2019,1421675.0,$3.74 ,"$1,046.28 ",5082.0,Crisis Management
,SDHC,Veterans Village of San Diego,housing assistance,2019.0,7/1/2019,6/30/2020,3408472,,,,Shelter,City of San Diego,Local,,1.0,3408472,City of San Diego|2019,1421675.0,$2.40 ,$670.70 ,5082.0,Crisis Management
,SDHC,Father Joe's Village,housing assistance,2019.0,7/1/2019,6/30/2020,2472491,,,,Shelter,City of San Diego,Local,,1.0,2472491,City of San Diego|2019,1421675.0,$1.74 ,$486.52 ,5082.0,Crisis Management
,SDHC,Alpha Project ,housing assistance,2019.0,10/16/2019,6/30/2020,2247713.38,,,,Shelter,City of San Diego,Local,,1.0,2247713.38,City of San Diego|2019,1421675.0,$1.58 ,$442.29 ,5082.0,Crisis Management
,City of San Diego,Mental Health Systems,storage services,2019.0,11/18/2019,11/18/2020,720664,,,,Supportive Services,City of San Diego,Local,,1.0,720664,City of San Diego|2019,1421675.0,$0.51 ,$141.81 ,5082.0,Crisis Management
,City of Poway,Interfaith Community Services,housing assistance,2019.0,7/1/2019,6/30/2020,20000,2,,,Shelter,City of Poway,Local,,2.0,10000,City of Poway|2019,49343.0,$0.41 ,"$2,222.22 ",9.0,Crisis Management
,City of Poway,Interfaith Community Services,housing assistance,2020.0,7/1/2020,6/30/2021,20000,2,,,Shelter,City of Poway,Local,,,,City of Poway|2020,49096.0,$0.41 ,"$1,333.33 ",15.0,Crisis Management
,City of Poway,Jewish Family Services,food and nutrition services,2020.0,9/25/2020,3/31/2021,168822.545,1,,,Supportive Services,City of Poway,Local,,2.0,84411.2725,City of Poway|2020,49096.0,$3.44 ,"$11,254.84 ",15.0,Crisis Management
,City of Poway,Jewish Family Services,food and nutrition services,2021.0,9/25/2021,3/31/2022,168822.545,1,,,Supportive Services,City of Poway,Local,,1.0,168822.545,City of Poway|2021,48421.0,$3.49 ,"$168,822.55 ",0.0,Crisis Management
,City of Encinitas,CRC,housing assistance,2020.0,4/20/2020,4/30/2021,157125,,,,Emergency Shelter,City of Encinitas,Local,,2.0,78562.5,City of Encinitas|2020,62243.0,$2.52 ,"$1,964.06 ",80.0,Crisis Management
,City of Encinitas,CRC,housing assistance,2021.0,4/20/2021,4/30/2022,157125,,,,Emergency Shelter,City of Encinitas,Local,,,,City of Encinitas|2021,61762.0,$2.54 ,"$3,273.44 ",48.0,Crisis Management
,City of Encinitas,Community Resource Center,local outreach programs,2018.0,7/1/2018,6/30/2019,107905,,,General Fund,Supportive Services,City of Encinitas,Local,Local,1.0,107905,City of Encinitas|2018,62394.0,$1.73 ,"$1,798.42 ",60.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2018.0,7/1/2018,6/30/2019,6707,,,CDBG,Shelter,City of Encinitas,Local,Federal,1.0,6707,City of Encinitas|2018,62394.0,$0.11 ,$111.78 ,60.0,Crisis Management
,City of Encinitas,Community Resource Center,homelessness prevention,2018.0,7/1/2018,6/30/2019,13407,,,CDBG,Homelessness Prevention,City of Encinitas,Local,Federal,1.0,13407,City of Encinitas|2018,62394.0,$0.21 ,$223.45 ,60.0,Prevention
,City of Encinitas,Catholic Charities,housing assistance,2018.0,7/1/2018,6/30/2019,6707,,,CDBG,Shelter,City of Encinitas,Local,Federal,1.0,6707,City of Encinitas|2018,62394.0,$0.11 ,$111.78 ,60.0,Crisis Management
,City of Encinitas,Community Resource Center,local outreach programs,2019.0,7/1/2019,6/30/2020,118700,,,General Fund,Supportive Services,City of Encinitas,Local,Local,1.0,118700,City of Encinitas|2019,62296.0,$1.91 ,$989.17 ,120.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2019.0,7/1/2019,6/30/2020,20054,,,CDBG ,Shelter,City of Encinitas,Local,Federal,1.0,20054,City of Encinitas|2019,62296.0,$0.32 ,$167.12 ,120.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2020.0,7/1/2020,6/30/2021,25000,1,,CDBG-CV,Shelter,City of Encinitas,Local,Federal,1.0,25000,City of Encinitas|2020,62243.0,$0.40 ,$312.50 ,80.0,Crisis Management
,City of Encinitas,Community Resource Center,homelessness prevention,2019.0,7/1/2019,6/30/2020,13607,,,CDBG,Homelessness Prevention,City of Encinitas,Local,Federal,1.0,13607,City of Encinitas|2019,62296.0,$0.22 ,$113.39 ,120.0,Prevention
,City of Encinitas,Community Resource Center,neighborhood revitalization services,2019.0,7/1/2019,6/30/2020,58366,,,CDBG,Facilities Improvements,City of Encinitas,Local,Federal,1.0,58366,City of Encinitas|2019,62296.0,$0.94 ,$486.38 ,120.0,Crisis Management
,City of Encinitas,Community Resource Center,food and nutrition services,2020.0,7/1/2020,6/30/2021,25000,1,,CDBG,Supportive Services,City of Encinitas,Local,Federal,1.0,25000,City of Encinitas|2020,62243.0,$0.40 ,$312.50 ,80.0,Crisis Management
,City of Encinitas,Community Resource Center,neighborhood revitalization services,2018.0,7/1/2018,6/30/2019,32000,,,CDBG,Facilities Improvements,City of Encinitas,Local,Federal,1.0,32000,City of Encinitas|2018,62394.0,$0.51 ,$533.33 ,60.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2020.0,7/1/2020,6/30/2021,18824,,,CDBG,Shelter,City of Encinitas,Local,Federal,1.0,18824,City of Encinitas|2020,62243.0,$0.30 ,$235.30 ,80.0,Crisis Management
,City of Encinitas,Community Resource Center,housing assistance,2020.0,5/20/2020,5/31/2021,314250,6,,,Emergency Shelter,City of Encinitas,Local,,1.0,314250,City of Encinitas|2020,62243.0,$5.05 ,"$3,928.13 ",80.0,Crisis Management
,City of Encinitas,Community Resource Center,homelessness prevention,2020.0,7/1/2020,6/30/2021,237500,1,,HPIF,Homelessness Prevention,City of Encinitas,Local,,1.0,237500,City of Encinitas|2020,62243.0,$3.82 ,"$2,968.75 ",80.0,Crisis Management
,City of Encinitas,Community Resource Center,homelessness prevention,2020.0,7/1/2020,6/30/2021,14500,,,CDBG,Homelessness Prevention,City of Encinitas,Local,Federal,1.0,14500,City of Encinitas|2020,62243.0,$0.23 ,$181.25 ,80.0,Crisis Management
,City of Encinitas,Community Resource Center,local outreach programs,2020.0,7/1/2020,6/30/2021,118700,,,General Fund,Supportive Services,City of Encinitas,Local,Local,1.0,118700,City of Encinitas|2020,62243.0,$1.91 ,"$1,483.75 ",80.0,Crisis Management
,City of Encinitas,Community Resource Center,neighborhood revitalization services,2020.0,7/1/2020,6/30/2021,55280,,,CDBG,Facilities Improvements,City of Encinitas,Local,Federal,1.0,55280,City of Encinitas|2020,62243.0,$0.89 ,$691.00 ,80.0,Crisis Management
,City of Encinitas,Community Resource Center,local outreach programs,2021.0,7/1/2021,6/30/2022,118700,,,General Fund,Supportive Services,City of Encinitas,Local,Local,1.0,118700,City of Encinitas|2021,61762.0,$1.92 ,"$2,472.92 ",48.0,Crisis Management
,City of Encinitas,McAlister Institute,case management services,2021.0,10/22/2021,10/22/2022,162500,,,CDBG,Supportive Services,City of Encinitas,Local,Federal,2.0,81250,City of Encinitas|2021,61762.0,$2.63 ,"$3,385.42 ",48.0,Crisis Management
,City of Encinitas,McAlister Institute,case management services,2022.0,10/22/2022,10/22/2023,162500,,,CDBG,Supportive Services,City of Encinitas,Local,Federal,,,City of Encinitas|2022,61762.0,$2.63 ,"$1,438.05 ",113.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2021.0,7/1/2021,6/30/2022,30000,2,,,Shelter,City of Encinitas,Local,,1.0,30000,City of Encinitas|2021,61762.0,$0.49 ,$625.00 ,48.0,Crisis Management
,City of Encinitas,Jewish Family Service of San Diego,homelessness services,2021.0,6/1/2021,6/30/2021,278458.5,,,HHAP,Safe Parking,City of Encinitas,Local,,0.0,#DIV/0!,City of Encinitas|2021,61762.0,$4.51 ,"$5,801.22 ",48.0,Crisis Management
,City of Encinitas,Community Resource Center,food and nutrition services,2021.0,7/1/2021,6/30/2022,24512,,,CDBG,Homelessness Prevention,City of Encinitas,Local,Federal,1.0,24512,City of Encinitas|2021,61762.0,$0.40 ,$510.67 ,48.0,Prevention
,City of Encinitas,Community Resource Center,food and nutrition services,2021.0,7/1/2021,6/30/2022,58522,2,,,Supportive Services,City of Encinitas,Local,,1.0,58522,City of Encinitas|2021,61762.0,$0.95 ,"$1,219.21 ",48.0,Crisis Management
,City of Encinitas,Interfaith Community Services,housing assistance,2021.0,7/1/2021,6/30/2022,20256,,,,Shelter,City of Encinitas,Local,,1.0,20256,City of Encinitas|2021,61762.0,$0.33 ,$422.00 ,48.0,Crisis Management
,City of Oceanside,,local outreach programs,2021.0,7/1/2021,6/30/2022,478072,,City ,Local Tax  (Measure X),Outreach Services,City of Oceanside,Local,Local,1.0,478072,City of Oceanside|2021,172982.0,$2.76 ,"$3,297.05 ",145.0,Crisis Management
,City of Oceanside,,transitional housing programs,2021.0,7/1/2021,6/30/2022,332104,,City ,Local Tax  (Measure X),Shelter,City of Oceanside,Local,Local,1.0,332104,City of Oceanside|2021,172982.0,$1.92 ,"$2,290.37 ",145.0,Crisis Management
,City of Oceanside,,homelessness services,2021.0,7/1/2021,6/30/2022,373444,,County,HHSA County,Substance Recovery,City of Oceanside,Local,State/County,1.0,373444,City of Oceanside|2021,172982.0,$2.16 ,"$2,575.48 ",145.0,Crisis Management
,City of Oceanside,,housing navigation services,2021.0,7/1/2021,6/30/2022,30937300,,State,Perm Local Hsng Alloc. (PLHA),Supportive Services,City of Oceanside,Local,State/County,1.0,30937300,City of Oceanside|2021,172982.0,$178.85 ,"$213,360.69 ",145.0,Crisis Management
,City of Oceanside,,case management services,2021.0,7/1/2021,6/30/2022,175195,,State,CoC,Supportive Services,City of Oceanside,Local,State/County,1.0,175195,City of Oceanside|2021,172982.0,$1.01 ,"$1,208.24 ",145.0,Crisis Management
,City of Oceanside,,motel program,2021.0,7/1/2021,6/30/2022,93452.38,,U.S. Department of Housing and Urban Development,CDBG-CV,Emergency Shelter,City of Oceanside,Local,Federal,1.0,93452.38,City of Oceanside|2021,172982.0,$0.54 ,$644.50 ,145.0,Prevention
,City of Oceanside,,motel program,2021.0,7/1/2021,6/30/2022,1099138.33,,Federal ,ARPA,Emergency Shelter,City of Oceanside,Local,Federal,1.0,1099138.33,City of Oceanside|2021,172982.0,$6.35 ,"$7,580.26 ",145.0,Prevention
,City of Oceanside,,housing stability services,2021.0,7/1/2021,6/30/2022,96487.59,,State,State HCD,Homelessness Prevention,City of Oceanside,Local,State/County,1.0,96487.59,City of Oceanside|2021,172982.0,$0.56 ,$665.43 ,145.0,Prevention
,City of Oceanside,,transitional housing programs,2021.0,7/1/2021,6/30/2022,114050,,U.S. Department of Housing and Urban Development,SNAP,Transitional Housing,City of Oceanside,Local,Federal,1.0,114050,City of Oceanside|2021,172982.0,$0.66 ,$786.55 ,145.0,Crisis Management
,City of Oceanside,,housing assistance,2021.0,7/1/2021,6/30/2022,767500,,City,General Fund,Shelter,City of Oceanside,Local,Local,1.0,767500,City of Oceanside|2021,172982.0,$4.44 ,"$5,293.10 ",145.0,Crisis Management
,City of Oceanside,,housing assistance,2021.0,7/1/2021,6/30/2022,93452.38,,U.S. Department of Housing and Urban Development,CDBG-CV ,Rental Assistance,City of Oceanside,Local,Federal,1.0,93452.38,City of Oceanside|2021,172982.0,$0.54 ,$644.50 ,145.0,Prevention
,City of Oceanside,,motel program,2021.0,7/1/2021,6/30/2022,88981.33,,U.S. Department of Housing and Urban Development,CDBG-CV,Emergency Shelter,City of Oceanside,Local,Federal,1.0,88981.33,City of Oceanside|2021,172982.0,$0.51 ,$613.66 ,145.0,Crisis Management
HHI-21-32,SDHC,San Diego Youth Services,housing assistance,2021.0,1/15/2021,6/30/2021,"$72,489.22 ",,,,Emergency Shelter,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.05 ,$28.91 ,2507.0,Crisis Management
HHI-21-34,SDHC,Ubran Street Angles,local outreach programs,2021.0,1/15/2021,6/30/2021,"$76,623.93 ",,,,Transitional Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.06 ,$30.56 ,2507.0,Crisis Management
HHI-21-33,SDHC,San Diego LGBT Community Center,local outreach programs,2021.0,1/15/2021,6/30/2021,"$65,019.77 ",,,,Transitional Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.05 ,$25.94 ,2507.0,Crisis Management
HHI-20-25,SDHC,San Diego LGBT Community Center,case management services,2020.0,2/1/2020,6/30/2020,"$74,400.00 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.05 ,$15.22 ,4887.0,Crisis Management
HHI-20-25,SDHC,San Diego LGBT Community Center,case management services,2020.0,7/1/2020,6/30/2021,"$74,400.00 ",1,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.05 ,$15.22 ,4887.0,Crisis Management
HHI-20-25,SDHC,San Diego LGBT Community Center,case management services,2021.0,7/1/2021,6/30/2022,"$74,400.00 ",1,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.05 ,$29.68 ,2507.0,Crisis Management
HHI-20-25,SDHC,San Diego LGBT Community Center,case management services,2022.0,7/1/2022,6/30/2023,"$76,048.00 ",1,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2022,1382000.0,$0.06 ,$15.84 ,4801.0,Crisis Management
HHI-21-30,SDHC,Urban Street Angels,housing assistance,2021.0,1/15/2021,6/30/2021,"$228,858.95 ",,,,Transitional Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.17 ,$91.29 ,2507.0,Crisis Management
HHI-21-16,SDHC,PATH,local outreach programs,2020.0,11/1/2020,6/30/2021,"$2,375,000.00 ",,,,Outreach Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$1.67 ,$485.98 ,4887.0,Crisis Management
HHI-21-16,SDHC,PATH,local outreach programs,2021.0,7/1/2021,6/30/2022,"$2,375,000.00 ",1,,,Outreach Services,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$1.72 ,$947.35 ,2507.0,Crisis Management
HHI-21-31,SDHC,San Diego Youth Services,local outreach programs,2021.0,1/15/2021,6/30/2021,"$100,251.66 ",,,,Transitional Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.07 ,$39.99 ,2507.0,Crisis Management
HHI-21-17,SDHC,PATH,homelessness services,2020.0,11/1/2020,6/30/2021,"$529,416.07 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.37 ,$108.33 ,4887.0,Crisis Management
HHI-21-17,SDHC,PATH,homelessness services,2021.0,7/1/2021,6/30/2022,"$733,751.00 ",1,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.53 ,$292.68 ,2507.0,Crisis Management
HHI-21-17,SDHC,PATH,homelessness services,2022.0,7/1/2022,6/30/2023,"$733,751.00 ",1,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2022,1382000.0,$0.53 ,$152.83 ,4801.0,Crisis Management
HHI-21-27,SDHC,Father Joes Village,local outreach programs,2021.0,1/1/2021,6/30/2021,"$250,000.00 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.18 ,$99.72 ,2507.0,Crisis Management
HHI-21-21,SDHC,Father Joes Village,case management services,2020.0,7/1/2020,5/31/2021,"$119,454.63 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.08 ,$24.44 ,4887.0,Crisis Management
HHI-21-18,SDHC,Father Joes Village,housing assistance,2020.0,10/14/2020,10/13/2021,"$1,175,285.00 ",1,,,Permanent Housing,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.83 ,$240.49 ,4887.0,Crisis Management
HHI-21-18,SDHC,Father Joes Village,housing assistance,2021.0,10/14/2021,1/12/2022,"$1,175,285.00 ",1,,,Permanent Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.85 ,$468.80 ,2507.0,Crisis Management
HHI-19-15A,SDHC,Home Start,rapid rehousing program,2019.0,5/1/2019,4/30/2020,"$454,726.00 ",,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Crisis Management
HHI-19-15A,SDHC,Home Start,rapid rehousing program,2020.0,7/1/2020,6/30/2021,"$454,726.00 ",1,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.32 ,$93.05 ,4887.0,Crisis Management
HHI-19-15B,SDHC,PATH,rapid rehousing program,2019.0,7/1/2019,6/30/2020,"$454,726.00 ",,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Crisis Management
HHI-19-15B,SDHC,PATH,rapid rehousing program,2020.0,7/1/2020,6/30/2021,"$454,726.00 ",1,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.32 ,$93.05 ,4887.0,Crisis Management
HHI-19-15C,SDHC,Salvation Army of San Diego,rapid rehousing program,2019.0,5/1/2019,4/30/2020,"$454,726.00 ",,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2019,1421675.0,$0.32 ,$89.48 ,5082.0,Crisis Management
HHI-19-15C,SDHC,Salvation Army of San Diego,rapid rehousing program,2020.0,5/1/2020,6/30/2021,"$454,725.04 ",1,,,Rapid Rehousing Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.32 ,$93.05 ,4887.0,Crisis Management
HHI-21-05,SDHC,Jewish Family Service,homelessness services,2020.0,7/1/2020,6/30/2022,"$956,921.00 ",,,,Safe Parking,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.67 ,$195.81 ,4887.0,Crisis Management
HHI-21-05,SDHC,Jewish Family Service,homelessness services,2021.0,7/1/2021,6/30/2022,"$956,921.00 ",,,,Safe Parking,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$0.69 ,$381.70 ,2507.0,Crisis Management
HHI-21-14,SDHC,PATH,housing assistance,2020.0,10/14/2020,10/14/2021,"$1,594,593.00 ",3,,,Permanent Housing,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$1.12 ,$326.29 ,4887.0,Crisis Management
HHI-21-14,SDHC,PATH,housing assistance,2021.0,10/14/2021,1/12/2022,"$1,594,593.00 ",3,,,Permanent Housing,City of San Diego,Local,,,,City of San Diego|2021,1382000.0,$1.15 ,$636.06 ,2507.0,Crisis Management
HHI-21-13,SDHC,Father Joes Village,local outreach programs,2020.0,7/1/2020,12/31/2020,"$250,000.00 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.18 ,$51.16 ,4887.0,Crisis Management
HHI-21-04,SDHC,Mental Health Systems Inc.,storage services,2020.0,7/1/2020,6/30/2021,"$720,644.00 ",,,,Supportive Services,City of San Diego,Local,,,,City of San Diego|2020,1421462.0,$0.51 ,$147.46 ,4887.0,Crisis Management
